batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,24,832,0000874734_2005_4,12
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,25,842,0000874734_2005_4,23
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,1,843,0000874734_2005_4,24
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,2,844,0000874734_2005_4,25
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,3,845,0000874734_2005_4,26
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,4,846,0000874734_2005_4,27
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,5,1318,0000886163_2005_4,2
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,6,1319,0000886163_2005_4,3
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,7,727,0000891178_2005_4,29
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,8,728,0000891178_2005_4,30
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,9,729,0000891178_2005_4,31
batch_008,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_008.csv,10,848,0000895648_2005_4,6
